event_date,shift_start,shift_end,client_name,venue_name,position_id,additional_title,position_description
2026-04-26,2026-04-26 16:00:00,2026-04-27 00:00:00,Sofitel Los Angeles at Beverly Hills Hotel,Sofitel Los Angeles at Beverly Hills Hotel - Kitchen,105,,Dishwasher
2026-04-26,2026-04-26 16:30:00,2026-04-26 23:00:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Bartending,98,,Bartender 2
2026-04-26,2026-04-26 16:30:00,2026-04-26 21:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,105,,Dishwasher
2026-04-26,2026-04-26 17:00:00,2026-04-26 22:00:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Events,115,Event Server for Private Event. Check in with Michael Reilly.,Server 2
2026-04-26,2026-04-26 17:00:00,2026-04-26 22:00:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Events,98,Bartender for Private Event. Check in with Michael Reilly,Bartender 2
2026-04-26,2026-04-26 17:00:00,2026-04-27 01:30:00,Pepperdine University,Pepperdine University - HAWC Cafe & Store,102,,Cook 2
2026-04-26,2026-04-26 19:00:00,2026-04-26 23:00:00,Malibu Beach Inn,Malibu Beach Inn - BOH,105,,Dishwasher
2026-04-26,2026-04-26 22:00:00,2026-04-27 06:30:00,Commerce Casino,Commerce Casino - Employee Dining Room,102,,Cook 2
2026-04-27,2026-04-27 05:00:00,2026-04-27 13:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-04-27,2026-04-27 05:00:00,2026-04-27 13:30:00,Google Spruce Goose Offices,Google Spruce Goose - Catering Operations,102,,Cook 2
2026-04-27,2026-04-27 05:00:00,2026-04-27 13:30:00,L.A. Rams,L.A. Rams,102,,Cook 2
2026-04-27,2026-04-27 05:00:00,2026-04-27 13:30:00,People Assisting the Homeless,People Assisting the Homeless - YWCA,110,,Prep Cook 2
2026-04-27,2026-04-27 05:00:00,2026-04-27 13:30:00,PIH Health - Good Samaritan Hospital,PIH Health - Good Samaritan Hospital,290,,Cook 3
2026-04-27,2026-04-27 05:00:00,2026-04-27 13:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,110,,Prep Cook 2
2026-04-27,2026-04-27 05:00:00,2026-04-27 13:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,102,,Cook 2
2026-04-27,2026-04-27 05:30:00,2026-04-27 11:00:00,Empowered 4 Life Foundation,@ Empowered 4 Life Foundation,110,,Prep Cook 2
2026-04-27,2026-04-27 06:00:00,2026-04-27 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,104,,General
2026-04-27,2026-04-27 06:00:00,2026-04-27 14:00:00,Beverly Hills Unified School District,BHUSD- El Rodeo Elementary,104,,General
2026-04-27,2026-04-27 06:00:00,2026-04-27 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,102,,Cook 2
2026-04-27,2026-04-27 06:00:00,2026-04-27 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,110,,Prep Cook 2
2026-04-27,2026-04-27 06:00:00,2026-04-27 14:30:00,Capital Group - Irvine,Capital Group - Irvine | BOH,102,,Cook 2
2026-04-27,2026-04-27 06:00:00,2026-04-27 14:30:00,Capital Group - Irvine,Capital Group - Irvine | FOH,101,,Cashier
2026-04-27,2026-04-27 06:00:00,2026-04-27 12:00:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Buffet,115,,Server 2
2026-04-27,2026-04-27 06:00:00,2026-04-27 14:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-04-27,2026-04-27 06:00:00,2026-04-27 14:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-04-27,2026-04-27 06:00:00,2026-04-27 14:30:00,"Fox Studio Lot, LLC",Fox Studio - Commissary,102,,Cook 2
2026-04-27,2026-04-27 06:00:00,2026-04-27 15:00:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,102,,Cook 2
2026-04-27,2026-04-27 06:00:00,2026-04-27 15:00:00,"Fox Studio Lot, LLC",Fox Studio - News Cafe BoH,102,,Cook 2
2026-04-27,2026-04-27 06:00:00,2026-04-27 14:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-04-27,2026-04-27 06:00:00,2026-04-27 14:30:00,Park Place Plaza,Park Place Plaza,115,with Barista Duties,Server 2
2026-04-27,2026-04-27 06:00:00,2026-04-27 14:30:00,USC Verdugo Hills Hospital,USC Verdugo Hills Hospital,102,,Cook 2
2026-04-27,2026-04-27 06:15:00,2026-04-27 14:45:00,Disney Studios,Disney Studios | Big D Cafe Glendale,102,,Cook 2
2026-04-27,2026-04-27 06:30:00,2026-04-27 14:30:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Bistro Cafe,102,,Cook 2
2026-04-27,2026-04-27 06:30:00,2026-04-27 14:00:00,Beverly Hills Unified School District,BHUSD - Horace Mann Elementary School,104,,General
2026-04-27,2026-04-27 06:30:00,2026-04-27 15:00:00,Disney Studios,Disney Studios | Big D Cafe Glendale,102,4 Day Assignment for Monday 4/27 to Thursday 4/30,Cook 2
2026-04-27,2026-04-27 06:30:00,2026-04-27 15:00:00,Google Spruce Goose Offices,Google Spruce Goose - Catering Operations,317,Miguel Sanchez ,Captain
2026-04-27,2026-04-27 06:30:00,2026-04-27 15:00:00,Google Spruce Goose Offices,Google Spruce Goose - Catering Operations,115,,Server 2
2026-04-27,2026-04-27 06:30:00,2026-04-27 14:30:00,Google Spruce Goose Offices,Google Spruce Goose - Cafe,102,"Cooks will work in 320 Cafe, ask for Chef Ryan Rizzuto",Cook 2
2026-04-27,2026-04-27 06:30:00,2026-04-27 15:00:00,The Archer School for Girls,The Archer School for Girls,102,,Cook 2
2026-04-27,2026-04-27 06:30:00,2026-04-27 15:00:00,The Archer School for Girls,The Archer School for Girls,102,,Cook 2
2026-04-27,2026-04-27 06:30:00,2026-04-27 15:00:00,The Archer School for Girls,The Archer School for Girls,290,,Cook 3
2026-04-27,2026-04-27 07:00:00,2026-04-27 14:00:00,Beverly Hills Unified School District,BHUSD- El Rodeo Elementary,104,,General
2026-04-27,2026-04-27 07:00:00,2026-04-27 14:00:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,105,,Dishwasher
2026-04-27,2026-04-27 07:00:00,2026-04-27 15:00:00,Capital Group - Los Angeles,Capital Group - Los Angeles,105,,Dishwasher
2026-04-27,2026-04-27 07:00:00,2026-04-27 15:30:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Butler Department,115,Butler/Porter,Server 2
2026-04-27,2026-04-27 07:00:00,2026-04-27 14:30:00,Guckenheimer Cafe at Red Bull,Guckenheimer Cafe at Red Bull - Front of House,97,,Barista 2
2026-04-27,2026-04-27 07:00:00,2026-04-27 15:30:00,L.A. Rams,L.A. Rams,105,,Dishwasher
2026-04-27,2026-04-27 07:00:00,2026-04-27 15:30:00,L.A. Rams,L.A. Rams,102,,Cook 2
2026-04-27,2026-04-27 07:00:00,2026-04-27 15:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-04-27,2026-04-27 07:00:00,2026-04-27 15:30:00,"Platinum Equity, LLC",Platinum Equity LLC,102,,Cook 2
2026-04-27,2026-04-27 07:00:00,2026-04-27 15:00:00,The Archer School for Girls,The Archer School for Girls,105,,Dishwasher
2026-04-27,2026-04-27 07:00:00,2026-04-27 15:30:00,Union Station Homeless Services,Union Station Homeless Services - Adult Center,102,,Cook 2
2026-04-27,2026-04-27 07:00:00,2026-04-27 14:00:00,Union Station Homeless Services,Union Station Homeless Services - Adult Center,102,,Cook 2
2026-04-27,2026-04-27 07:30:00,2026-04-27 15:30:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Bistro Cafe,105,,Dishwasher
2026-04-27,2026-04-27 07:30:00,2026-04-27 16:00:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,105,,Dishwasher
2026-04-27,2026-04-27 07:30:00,2026-04-27 16:00:00,Guckenheimer Cafe at Red Bull,Guckenheimer Cafe at Red Bull - Back of House,105,,Dishwasher
2026-04-27,2026-04-27 07:30:00,2026-04-27 16:00:00,The Getty Center,The Getty Center - Catering,102,Please request Chris Hurley and Mario Deras,Cook 2
2026-04-27,2026-04-27 08:00:00,2026-04-27 16:30:00,Beverly Hills Hotel,Beverly Hills Hotel - Main Kitchen,102,,Cook 2
2026-04-27,2026-04-27 08:00:00,2026-04-27 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Vista Middle School,104,,General
2026-04-27,2026-04-27 08:00:00,2026-04-27 16:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-04-27,2026-04-27 08:00:00,2026-04-27 16:30:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe FoH,264,Report to News Cafe,Event Supervisor
2026-04-27,2026-04-27 08:00:00,2026-04-27 15:00:00,Jet Propulsion Laboratory,JPL - Cafe 303,102,Must have DMV issued REAL ID ,Cook 2
2026-04-27,2026-04-27 08:00:00,2026-04-27 14:00:00,Malibu Beach Inn,Malibu Beach Inn - BOH,105,,Dishwasher
2026-04-27,2026-04-27 08:00:00,2026-04-27 13:00:00,New West Charter School,New West Charter School - W. PICO Location,115,,Server 2
2026-04-27,2026-04-27 08:00:00,2026-04-27 16:30:00,PIH Health - Downey Hospital,PIH Health - Downey Hospital,105,,Dishwasher
2026-04-27,2026-04-27 08:00:00,2026-04-27 16:30:00,"Platinum Equity, LLC",Platinum Equity LLC,105,,Dishwasher
2026-04-27,2026-04-27 08:00:00,2026-04-27 16:30:00,"Platinum Equity, LLC",Platinum Equity LLC,102,,Cook 2
2026-04-27,2026-04-27 08:00:00,2026-04-27 16:00:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,,Dishwasher
2026-04-27,2026-04-27 08:00:00,2026-04-27 16:30:00,The Wonderful Company,The Wonderful Company,97,,Barista 2
2026-04-27,2026-04-27 08:30:00,2026-04-27 17:00:00,"Platinum Equity, LLC",Platinum Equity LLC,102,,Cook 2
2026-04-27,2026-04-27 09:00:00,2026-04-27 13:00:00,Garibaldina Society ,Garibaldina Society,107,Moving of tables and Chairs | Must be able to lift 50 + lbs,Houseperson
2026-04-27,2026-04-27 09:00:00,2026-04-27 15:00:00,Google Spruce Goose Offices,Google Spruce Goose - Cafe,104,Dishwasher - Time to be Discussed ,General
2026-04-27,2026-04-27 10:00:00,2026-04-27 18:00:00,Catalina Island Marine Institute,Camp Fox,102,Mon- Fri Assign. | Travel pay offered | Island/Camp Living for a week,Cook 2
2026-04-27,2026-04-27 10:00:00,2026-04-27 18:30:00,Four Seasons Hotel Westlake Village,Four Seasons Hotel Westlake Village ,102,pastry experience preferred,Cook 2
2026-04-27,2026-04-27 10:00:00,2026-04-27 18:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,102,,Cook 2
2026-04-27,2026-04-27 11:00:00,2026-04-27 19:00:00,Catalina Island Marine Institute,Camp Toyon Bay,102,Mon- Friday Assign. | Travel pay offered | Island/Camp Living for a week,Cook 2
2026-04-27,2026-04-27 11:00:00,2026-04-27 19:00:00,Riviera Country Club,Riviera Country Club - Kitchen,105,,Dishwasher
2026-04-27,2026-04-27 11:00:00,2026-04-27 19:30:00,University Village Thousand Oaks,University Village Thousand Oaks ,102,,Cook 2
2026-04-27,2026-04-27 11:30:00,2026-04-27 20:00:00,People Assisting the Homeless,People Assisting the Homeless - YWCA,110,,Prep Cook 2
2026-04-27,2026-04-27 12:00:00,2026-04-27 20:00:00,Academy Museum of Motion Pictures,Academy Museum of Motion Pictures - Fanny's Restaurant,105,,Dishwasher
2026-04-27,2026-04-27 12:00:00,2026-04-27 20:30:00,Childrens Hospital Los Angeles,Childrens Hospital Los Angeles,104,Food Service Worker,General
2026-04-27,2026-04-27 12:00:00,2026-04-27 20:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,102,,Cook 2
2026-04-27,2026-04-27 12:00:00,2026-04-27 20:30:00,VEA Hotel - Newport Beach,VEA Hotel - Newport Beach | Cooks,102,,Cook 2
2026-04-27,2026-04-27 13:00:00,2026-04-27 20:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,110,,Prep Cook 2
2026-04-27,2026-04-27 13:30:00,2026-04-27 19:30:00,The Vered,The Vered,102,TB and LIVE Scan Required - Ongoing Shift - Do not publish,Cook 2
2026-04-27,2026-04-27 14:00:00,2026-04-27 22:30:00,Commerce Casino,Commerce Casino - High Limit Kitchen | FOH | MON - TH,101,with runner and cashier duties,Cashier
2026-04-27,2026-04-27 14:00:00,2026-04-27 22:00:00,Hotel Bel Air,Hotel Bel Air - Swan Cafe,102,,Cook 2
2026-04-27,2026-04-27 14:00:00,2026-04-27 22:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-04-27,2026-04-27 14:00:00,2026-04-27 22:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,,Dishwasher
2026-04-27,2026-04-27 14:00:00,2026-04-27 18:30:00,Wolfgang Puck Catering,Wolfgang Puck Catering - Hollywood & Highland,102,,Cook 2
2026-04-27,2026-04-27 14:30:00,2026-04-27 22:30:00,Viceroy Santa Monica Hotel,Viceroy Santa Monica Hotel,264,,Event Supervisor
2026-04-27,2026-04-27 15:00:00,2026-04-27 23:30:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Butler Department,115,Butler/Porter,Server 2
2026-04-27,2026-04-27 15:00:00,2026-04-27 23:30:00,Henry Mayo Newhall Hospital,Henry Mayo Newhall Hospital,118,Dishwasher | Deep Cleaning | Must be TB and Physical Tested before Shift,Utility
2026-04-27,2026-04-27 15:00:00,2026-04-27 21:00:00,"Manhattan Beach Hotel TRS LLC., dba Westdrift Manhattan Beach",Manhattan Beach Hotel | Banquet,98,,Bartender 2
2026-04-27,2026-04-27 15:00:00,2026-04-27 21:00:00,"Manhattan Beach Hotel TRS LLC., dba Westdrift Manhattan Beach",Manhattan Beach Hotel | Banquet,98,,Bartender 2
2026-04-27,2026-04-27 15:30:00,2026-04-27 22:00:00,Malibu Beach Inn,Malibu Beach Inn - BOH,105,,Dishwasher
2026-04-27,2026-04-27 15:30:00,2026-04-28 00:00:00,"Manhattan Beach Hotel TRS LLC., dba Westdrift Manhattan Beach",Manhattan Beach Hotel | Banquet,264,,Event Supervisor
2026-04-27,2026-04-27 15:30:00,2026-04-27 21:30:00,Riviera Country Club,Riviera Country Club - Kitchen,105,,Dishwasher
2026-04-27,2026-04-27 16:00:00,2026-04-28 00:30:00,Irvine Spectrum ,Irvine Spectrum - BOH,105,,Dishwasher
2026-04-27,2026-04-27 16:00:00,2026-04-27 21:00:00,"Manhattan Beach Hotel TRS LLC., dba Westdrift Manhattan Beach",Manhattan Beach Hotel | Banquet,96,,Barback
2026-04-27,2026-04-27 17:00:00,2026-04-28 01:30:00,Pepperdine University,Pepperdine University - HAWC Cafe & Store,102,,Cook 2
2026-04-27,2026-04-27 17:30:00,2026-04-27 21:30:00,Athenaeum Club,Athenaeum Housekeeping,104,housekeeper/restroom attendant ,General
2026-04-27,2026-04-27 22:00:00,2026-04-28 06:30:00,Commerce Casino,Commerce Casino - Employee Dining Room,102,,Cook 2
2026-04-28,2026-04-28 05:00:00,2026-04-28 13:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-04-28,2026-04-28 05:00:00,2026-04-28 13:30:00,Google Spruce Goose Offices,Google Spruce Goose - Catering Operations,102,,Cook 2
2026-04-28,2026-04-28 05:00:00,2026-04-28 13:30:00,PIH Health - Good Samaritan Hospital,PIH Health - Good Samaritan Hospital,290,,Cook 3
2026-04-28,2026-04-28 05:00:00,2026-04-28 13:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,110,,Prep Cook 2
2026-04-28,2026-04-28 05:00:00,2026-04-28 13:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,102,,Cook 2
2026-04-28,2026-04-28 05:30:00,2026-04-28 11:00:00,Empowered 4 Life Foundation,@ Empowered 4 Life Foundation,110,,Prep Cook 2
2026-04-28,2026-04-28 05:30:00,2026-04-28 15:00:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,102,,Cook 2
2026-04-28,2026-04-28 05:30:00,2026-04-28 14:00:00,Teledyne,Teledyne,102,,Cook 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,102,,Cook 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,110,,Prep Cook 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,104,,General
2026-04-28,2026-04-28 06:00:00,2026-04-28 14:30:00,Capital Group - Irvine,Capital Group - Irvine | FOH,101,,Cashier
2026-04-28,2026-04-28 06:00:00,2026-04-28 14:30:00,Capital Group - Irvine,Capital Group - Irvine | BOH,102,,Cook 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 14:00:00,Colburn Music School,Colburn Music School,102,,Cook 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 12:00:00,Colburn Music School,Colburn Music School,104,Utility,General
2026-04-28,2026-04-28 06:00:00,2026-04-28 12:00:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Buffet,115,,Server 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 14:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-04-28,2026-04-28 06:00:00,2026-04-28 14:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-04-28,2026-04-28 06:00:00,2026-04-28 15:00:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,102,,Cook 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 15:00:00,"Fox Studio Lot, LLC",Fox Studio - News Cafe BoH,102,,Cook 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 14:30:00,"Fox Studio Lot, LLC",Fox Studio - Commissary,102,,Cook 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 15:30:00,Google Spruce Goose Offices,Google Spruce Goose - Catering Operations,115,,Server 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 14:30:00,L.A. Rams,L.A. Rams,102,,Cook 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 14:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 14:30:00,Park Place Plaza,Park Place Plaza,115,with Barista Duties,Server 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 14:30:00,The Getty Center,The Getty Center - Cafe,102,,Cook 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 14:30:00,USC Verdugo Hills Hospital,USC Verdugo Hills Hospital,102,,Cook 2
2026-04-28,2026-04-28 06:00:00,2026-04-28 14:30:00,Wolfgang Puck Catering,Wolfgang Puck Catering - Hollywood & Highland,102,,Cook 2
2026-04-28,2026-04-28 06:15:00,2026-04-28 14:45:00,Disney Studios,Disney Studios | Big D Cafe Glendale,102,,Cook 2
2026-04-28,2026-04-28 06:30:00,2026-04-28 14:30:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Bistro Cafe,102,URGENT,Cook 2
2026-04-28,2026-04-28 06:30:00,2026-04-28 14:30:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Bistro Cafe,102,,Cook 2
2026-04-28,2026-04-28 06:30:00,2026-04-28 13:30:00,Beverly Hills Unified School District,BHUSD- El Rodeo Elementary,288,,Cook 1
2026-04-28,2026-04-28 06:30:00,2026-04-28 15:00:00,California Endowment ,California Endowment,102,,Cook 2
2026-04-28,2026-04-28 06:30:00,2026-04-28 15:00:00,Disney Studios,Disney Studios | Big D Cafe Glendale,102,4 Day Assignment for Monday 4/27 to Thursday 4/30,Cook 2
2026-04-28,2026-04-28 06:30:00,2026-04-28 14:30:00,Google Spruce Goose Offices,Google Spruce Goose - Cafe,102,"Cooks will work in 320 Cafe, ask for Chef Ryan Rizzuto",Cook 2
2026-04-28,2026-04-28 06:30:00,2026-04-28 15:00:00,L.A. Rams,L.A. Rams,115,,Server 2
2026-04-28,2026-04-28 06:30:00,2026-04-28 15:00:00,Masimo Technology Cafe,Masimo Technology Cafe | FOH,115,,Server 2
2026-04-28,2026-04-28 06:30:00,2026-04-28 15:00:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,,Dishwasher
2026-04-28,2026-04-28 06:30:00,2026-04-28 15:00:00,The Archer School for Girls,The Archer School for Girls,102,Read Description Thoroughly,Cook 2
2026-04-28,2026-04-28 06:30:00,2026-04-28 15:00:00,The Archer School for Girls,The Archer School for Girls,290,,Cook 3
2026-04-28,2026-04-28 06:30:00,2026-04-28 15:00:00,The Archer School for Girls,The Archer School for Girls,102,,Cook 2
2026-04-28,2026-04-28 07:00:00,2026-04-28 14:00:00,Beverly Hills Unified School District,BHUSD- El Rodeo Elementary,104,,General
2026-04-28,2026-04-28 07:00:00,2026-04-28 13:30:00,Beverly Hills Unified School District,BHUSD - Horace Mann Elementary School,104,,General
2026-04-28,2026-04-28 07:00:00,2026-04-28 14:00:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,105,,Dishwasher
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:00:00,Capital Group - Los Angeles,Capital Group - Los Angeles,105,,Dishwasher
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:30:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Butler Department,115,Butler/Porter,Server 2
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:30:00,L.A. Rams,L.A. Rams,105,,Dishwasher
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:30:00,L.A. Rams,L.A. Rams,102,,Cook 2
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:00:00,NBC Universal,NBC Universal Studios | The Market Place,102,URGENT - Report to Catering,Cook 2
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:30:00,NBC Universal,NBC Universal Studios | The Market Place,102,,Cook 2
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:30:00,"Platinum Equity, LLC",Platinum Equity LLC,102,,Cook 2
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:00:00,RAND Corporation,RAND Corporation,102,,Cook 2
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:00:00,The Archer School for Girls,The Archer School for Girls,105,,Dishwasher
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:30:00,The Getty Center,The Getty Center - Cafe,102,,Cook 2
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:30:00,The Getty Center,The Getty Center - Catering,102,Please request Chris Hurley and Mario Deras ,Cook 2
2026-04-28,2026-04-28 07:00:00,2026-04-28 14:00:00,Union Station Homeless Services,Union Station Homeless Services - Adult Center,102,,Cook 2
2026-04-28,2026-04-28 07:00:00,2026-04-28 15:00:00,Viceroy Santa Monica Hotel,Viceroy Santa Monica Hotel,115,,Server 2
2026-04-28,2026-04-28 07:30:00,2026-04-28 15:30:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Bistro Cafe,105,,Dishwasher
2026-04-28,2026-04-28 07:30:00,2026-04-28 16:00:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,105,,Dishwasher
2026-04-28,2026-04-28 07:30:00,2026-04-28 16:00:00,Guckenheimer Cafe at Red Bull,Guckenheimer Cafe at Red Bull - Back of House,105,,Dishwasher
2026-04-28,2026-04-28 07:30:00,2026-04-28 16:00:00,NFL LA Huddle Cafe,NFL LA Huddle Cafe,102,,Cook 2
2026-04-28,2026-04-28 08:00:00,2026-04-28 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Vista Middle School,110,,Prep Cook 2
2026-04-28,2026-04-28 08:00:00,2026-04-28 15:30:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Butler Department,115,Butler/Porter,Server 2
2026-04-28,2026-04-28 08:00:00,2026-04-28 16:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-04-28,2026-04-28 08:00:00,2026-04-28 15:00:00,Google Spruce Goose Offices,Google Spruce Goose - Cafe,97,Read Description Throughly,Barista 2
2026-04-28,2026-04-28 08:00:00,2026-04-28 16:00:00,Hotel Bel Air,Hotel Bel Air - Main Kitchen,110,,Prep Cook 2
2026-04-28,2026-04-28 08:00:00,2026-04-28 14:00:00,Malibu Beach Inn,Malibu Beach Inn - BOH,105,,Dishwasher
2026-04-28,2026-04-28 08:00:00,2026-04-28 13:00:00,New West Charter School,New West Charter School - W. PICO Location,115,,Server 2
2026-04-28,2026-04-28 08:00:00,2026-04-28 16:30:00,"Platinum Equity, LLC",Platinum Equity LLC,102,,Cook 2
2026-04-28,2026-04-28 08:00:00,2026-04-28 16:30:00,"Platinum Equity, LLC",Platinum Equity LLC,105,,Dishwasher
2026-04-28,2026-04-28 08:00:00,2026-04-28 16:30:00,The Wonderful Company,The Wonderful Company,97,,Barista 2
2026-04-28,2026-04-28 08:30:00,2026-04-28 17:00:00,"Platinum Equity, LLC",Platinum Equity LLC,102,,Cook 2
2026-04-28,2026-04-28 09:00:00,2026-04-28 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Vista Middle School,104,,General
2026-04-28,2026-04-28 09:00:00,2026-04-28 15:00:00,Google Spruce Goose Offices,Google Spruce Goose - Cafe,104,Dishwasher,General
2026-04-28,2026-04-28 09:00:00,2026-04-28 10:00:00,NORR Kitchen,@ NORR Kitchen | OFFSITE EVENT,300,Flate Rate for Travel ,Travel
2026-04-28,2026-04-28 10:00:00,2026-04-28 18:30:00,Four Seasons Hotel Westlake Village,Four Seasons Hotel Westlake Village ,102,pastry experience preferred,Cook 2
2026-04-28,2026-04-28 10:00:00,2026-04-28 14:30:00,Google Spruce Goose Offices,Google Spruce Goose - Cafe,104,,General
2026-04-28,2026-04-28 10:00:00,2026-04-28 16:00:00,NORR Kitchen,@ NORR Kitchen | OFFSITE EVENT,98,Flat Travel Pay of $41.66,Bartender 2
2026-04-28,2026-04-28 10:30:00,2026-04-28 22:30:00,Google Spruce Goose Offices,Google Spruce Goose - Catering Operations,317,Miguel Sanchez ,Captain
2026-04-28,2026-04-28 11:00:00,2026-04-28 19:30:00,Catalina Island Marine Institute,Camp Fox,102,Mon- Fri Assign. | Travel pay offered | Island/Camp Living for a week,Cook 2
2026-04-28,2026-04-28 11:00:00,2026-04-28 19:00:00,Catalina Island Marine Institute,Camp Toyon Bay,102,Mon- Friday Assign. | Travel pay offered | Island/Camp Living for a week,Cook 2
2026-04-28,2026-04-28 11:00:00,2026-04-28 19:30:00,"Manhattan Beach Hotel TRS LLC., dba Westdrift Manhattan Beach",Manhattan Beach Hotel | Banquet,115,,Server 2
2026-04-28,2026-04-28 11:00:00,2026-04-28 19:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,102,,Cook 2
2026-04-28,2026-04-28 11:00:00,2026-04-28 19:30:00,University Village Thousand Oaks,University Village Thousand Oaks ,102,,Cook 2
2026-04-28,2026-04-28 11:30:00,2026-04-28 20:00:00,People Assisting the Homeless,People Assisting the Homeless - YWCA,110,,Prep Cook 2
